house_price,rental_agency,city,bedrooms,surface
1950,Amsterdamse Maatschappij,Amsterdam,3,65
1500,Amstel Housing,Amstelveen,4,87
1495,K&P Makelaars,Groningen,4,85
399,K&P Makelaars,Groningen,1,16
1495,K&P Makelaars,Groningen,5,90
1095,K&P Makelaars,Groningen,1,50
1675,AmsterHomes,Amsterdam,2,70
950,Veldboom Vastgoed Almere,Almere,2,45
1195,Perfectrent,Rotterdam,4,70
1375,Dak Woningbeleggingen,Utrecht,4,91
905,Duinzigt Wonen B.V.,Den Haag,3,80
399,Housing Solutions Breda,Breda,1,12
1295,Sonar appartementen,Den Haag,3,80
1495,HouseHunting Eindhoven,Eindhoven,6,135
1850,Collection Apartments,Amsterdam,3,85
2000,Listings,Amsterdam,3,85
2450,Listings,Amsterdam,4,90
950,Dwars Makelaars,Eindhoven,2,55
435,BVwonen,Tilburg,2,17
915,Rent a Stone,Den Haag,3,53
1150,HousingXL.nl,Maastricht,3,70
875,Domica Apeldoorn,Apeldoorn,2,67
2100,The Perfect House,Amsterdam,3,86
995,Rent2day Real Estate,Leiden,2,35
1295,ERA Focus Makelaars Helmond,Eindhoven,3,74
1450,CMT Real Estate,Den Haag,3,90
1000,Expatdesk Nijmegen,Nijmegen,1,40
525,EasyMakelaars,Leiden,1,20
2750,Jaap In Huren,Amsterdam,3,110
935,P&D Housing,Tilburg,2,55
1168,Q Makelaars,Den Haag,1,59
1475,Koops Makelaardij Amstelveen,Amsterdam,3,75
1500,Interhouse verhuurmakelaars Breda,Oosterhout,4,120
1475,Smit & Heinen Makelaars en Taxateurs,Amsterdam,3,68
1545,Lexis Real Estate,Utrecht,3,80
785,In de Stad,Rotterdam,2,48
1195,Eigenwijs Makelaars,Haarlem,2,49
895,Huren in Twente,Borne,3,90
550,Huren in Twente,Hengelo,2,40
,BED'R Apartments,Groningen,1,30
1200,Van der Meulen Makelaars,Groningen,3,95
1350,Amstel Housing,Amstelveen,2,63
999,Woonstad Rotterdam,Rotterdam,3,87
825,Perfectrent,Rotterdam,2,34
1355,Van Gerwen Housing,Maastricht,6,120
625,Van Gerwen Housing,Maastricht,1,19
700,Immovita,Den Haag,1,36
1250,StartHousing,Utrecht,2,69
1350,Collection Apartments,Amsterdam,2,50
1650,Collection Apartments,Amsterdam,2,75
1450,Rent2day Real Estate,Leiden,2,80
1075,LW23,Haarlem,2,47
460,Noordelijk Woningvastgoed BV,Groningen,1,35
735,Rotsvast Leeuwarden,Leeuwarden,5,91
735,Rotsvast Leeuwarden,Leeuwarden,2,50
1800,+31 Vastgoed,Amsterdam,4,88
895,HousingXL.nl,Maastricht,1,45
1300,Rotsvast Den Bosch,Den Bosch,2,70
1020,Rent2day Real Estate,Leiden,2,50
1300,Expatdesk Nijmegen,Nijmegen,3,60
1400,Rotonda Real Estate,Amsterdam,2,48
575,OurCampus Amsterdam Diemen,Diemen,1,27
935,P&D Housing,Tilburg,2,55
730,HUIZ,Breda,2,35
1010,Overspaern Makelaardij,Haarlem,1,45
1200,IM Home Rentals,Utrecht,2,30
310,Vlug Wonen,Enschede,1,9
890,K&P Makelaars,Groningen,2,40
1750,HouseHunting Eindhoven,Eindhoven,3,87
735,Rotsvast Leeuwarden,Leeuwarden,3,80
1750,Out Amsterdam,Amsterdam,3,65
450,MIJN HUIS en ik,Maastricht,1,12
1075,MIJN HUIS en ik,Maastricht,3,90
1095,Rotsvast Rotterdam,Rotterdam,2,60
850,WHXL Groningen,Winschoten,3,90
1250,Interhouse verhuurmakelaars Rotterdam,Rotterdam,2,52
1350,Rotsvast Haarlem,Haarlem,2,51
2200,Estata Makelaars O.G.,Den Haag,4,125
995,Groningse Panden Beheer B.V.,Groningen,2,55
1350,Match&Rent,Amsterdam,2,38
1850,DolFijnWonen,Nijmegen,4,130
795,Rotsvast Hilversum,Hilversum,2,40
975,Rotsvast Hilversum,Hilversum,2,60
2000,Ron Schipper Makelaardij,Zwaag,5,107
1050,A&N Vastgoed,Den Haag,1,35
1450,Amsterdam Rental Homes,Den Haag,4,90
1700,Smit & Heinen Makelaars en Taxateurs,Amsterdam,3,78
1400,Tweelwonen.nl Leiden,Leiden,2,90
1095,vb&t Verhuurmakelaars,Den Haag,2,84
1600,Amsterdam Rental Homes,Amsterdam,3,58
,BED'R Apartments,Groningen,2,30
850,Amstel Housing Utrecht,Utrecht,1,27
850,Amstel Housing Utrecht,Utrecht,1,23
2100,The Perfect House,Amsterdam,3,86
1350,Hevesta Bemiddeling,Amsterdam,1,37
1350,Home to rent,Utrecht,3,80
1650,Collection Apartments,Amsterdam,3,65
825,EU-Makelaardij,Utrecht,1,18
825,Woonzeker Rentals,Den Haag,2,74
1500,J.T.M.D. vastgoed beheer B.V.,Badhoevedorp,3,50
795,Rotsvast Tilburg,Tilburg,2,60
1675,Amsterdam Housing,Amsterdam,3,55
1250,Interhouse verhuurmakelaars Rotterdam,Rotterdam,3,61
1200,Woonhuis Limburg,Geleen,5,160
340,Woonhuis Limburg,Maastricht,1,11
925,Rental Rotterdam,Rotterdam,2,60
1250,Find a House,Tilburg,5,115
1150,Interhouse verhuurmakelaars Eindhoven,Veldhoven,3,100
995,Maxx Groningen,Groningen,2,55
1080,Maxx Groningen,Groningen,2,54
995,Maxx Groningen,Groningen,2,55
1450,Inter Immo Almere,Almere,7,113
1450,Inter Immo Almere,Almere,5,115
2650,Jaap In Huren,Amsterdam,3,90
2850,Jaap In Huren,Amsterdam,5,110
385,Van Der Huizen,Utrecht,1,10
1250,Gevaert Makelaars,Nieuwegein,3,64
2250,Riva Rentals,Rotterdam,3,103
1600,Amsterdam Rentals,Amsterdam,3,94
1850,The Real Estate Company,Den Haag,3,109
1500,realestate.nl ,Rotterdam,3,105
995,24Home Rentals,Wijchen,5,115
450,Lightcity Housing,Eindhoven,1,10
1195,'t Mauritshuis Makelaars,Arnhem,3,101
1100,Groningse Panden Beheer B.V.,Groningen,3,90
1395,Q Makelaars,Den Haag,2,72
2100,The Perfect House,Amsterdam,3,86
1950,Expat Home Services,Den Haag,5,120
2450,Collection Apartments,Amsterdam,3,90
975,HouseHunting Eindhoven,Eindhoven,2,51
435,RTZN Makelaardij,Maastricht,1,25
1000,EHR Haarlem - Leiden,Haarlem,2,44
1995,B&S Rental Service,Utrecht,3,120
925,CS Wonen,Roosendaal,4,110
1750,123Wonen Nijmegen,Herveld,6,230
620,123Wonen Tilburg,Tilburg,2,34
735,Vlug Wonen,Enschede,2,40
1570,Ideaal Housing & Makelaars,Rotterdam,2,80
1180,Niya Vastgoed Beheer BV,Rotterdam,2,99
1100,Marloes Makelaars,Den Hoorn,3,66
1250,Wonen Zuid Limburg,Sittard,5,150
1025,Rent a Stone,Den Haag,4,73
1100,Leliveld Vastgoed,Nieuwveen,2,47
1650,Grand Relocation,Amsterdam,3,75
515,NederWoon verhuurmakelaars Deventer,Deventer,2,42
1495,Domica Utrecht,Utrecht,4,95
415,GOETH Vastgoed,Tilburg,1,23
,BED'R Apartments,Groningen,2,50
1495,Lutz Real Estate,Den Haag,4,75
4500,AmsterHomes,Amsterdam,5,160
660,Twents Vast,Almelo,1,28
680,Twents Vast,Almelo,1,30
1750,ViaDaan,Amsterdam,3,60
995,Rental Rotterdam,Rotterdam,3,61
1250,Rotsvast Den Haag,Den Haag,3,76
1650,Prinsen Residence International,Amsterdam,3,55
965,Domica Venlo,Venlo,3,90
575,OurCampus Amsterdam Diemen,Diemen,1,27
955,P&D Housing,Tilburg,1,55
1125,Nationaal Grondbezit,Rotterdam,3,77
1050,MIJN HUIS en ik,Maastricht,5,55
1700,Smit & Heinen Makelaars en Taxateurs,Amsterdam,3,60
1410,Smit & Heinen Makelaars en Taxateurs,Amsterdam,3,86
3950,Broersma Makelaardij,Amsterdam,6,200
1150,DAAN Makelaardij,Almere,2,58
795,Cityside Apartments,Amersfoort,3,39
1300,Match&Rent,Amsterdam,2,38
1750,Krieger & Witte Makelaars,Oude-Tonge,5,145
950,Nell Vastgoed,Hilversum,3,65
1595,Lemoo,Utrecht,4,65
1275,Rental Rotterdam,Rotterdam,3,75
2000,Nosa Vastgoed,Amsterdam,4,76
1995,ViaDaan,Noordwijk,5,212
345,Nell Vastgoed,Utrecht,1,11
1750,Top Select Housing ,Amsterdam,2,45
1100,Short Stay in Holland,Den Haag,2,45
1600,Housing Experts,Amsterdam,2,75
1600,Out Amsterdam,Amsterdam,3,55
595,MetMook,Tilburg,1,20
1500,Promeus,Utrecht,3,63
995,Van der Wal makelaars,Tiel,3,80
1650,Housing Agency,Amsterdam,3,80
775,Nationaal Grondbezit,Wassenaar,2,75
830,Solide Verhuur,Assen,2,47
2000,J.T.M.D. vastgoed beheer B.V.,Amsterdam,4,95
1550,Smart Letting,Utrecht,3,84
1100,Krieger & Witte Makelaars,Oude-Tonge,2,95
570,Nell Vastgoed,Utrecht,1,25
1050,Haarlem Real Estate,Haarlem,2,60
935,P&D Housing,Tilburg,2,55
955,P&D Housing,Tilburg,1,55
2450,Your-House,Utrecht,3,108
1150,Domstad Makelaars,Maarssen,3,85
855,Your-House,Utrecht,1,27
2475,Raadsheer Baart,Amsterdam,5,121
1550,VHPN,Rotterdam,4,110
1325,Lighthouse Property Services,Overveen,3,70
995,Tijdelijk Twee Woningen,Eindhoven,2,45
850,Groningse Panden Beheer B.V.,Groningen,1,30
1150,24Home Rentals,Nijmegen,2,60
1000,Groningse Panden Beheer B.V.,Groningen,3,85
1095,IHAR,Spijkenisse,3,70
500,iRooms and Houses,Capelle aan den IJssel,1,14
1895,Relocation-Amsterdam,Amsterdam,2,70
1595,Relocation-Amsterdam,Amsterdam,4,104
1450,HouseHunting Amsterdam,Amsterdam,3,101
1200,J.T.M.D. vastgoed beheer B.V.,Aalsmeer,2,50
950,NOVA Housing,Maastricht,2,50
895,Your-House,Utrecht,2,35
895,Your-House,Utrecht,2,30
400,The Startup House,Den Haag,1,78
1250,ViaDaan,Nieuwegein,3,82
1198,ViaDaan,Amsterdam,1,30
2250,Nieuw Amsterdams Huys,Amsterdam,4,117
1500,Lighthouse Property Services,Haarlem,3,67
1495,123Wonen Amstelveen,Amstelveen,3,80
850,Huurwoningen Parkstad,Landgraaf,7,80
3000,De Graaf & Groot Makelaars,Amsterdam,4,150
1150,123Wonen Amstelveen,Amstelveen,2,45
985,Inleidenhuren B.V.,Leiden,1,28
1600,Michiel Stolker Real Estate,Amsterdam,3,75
1350,Hevesta Bemiddeling,Amsterdam,1,37
1550,Mac Housing,Amsterdam,3,78
778,Urban Short Stay,Rotterdam,1,37
639,De Huissleutel,Tilburg,1,27
755,De Huissleutel,Eindhoven,2,37
850,Domvast,Utrecht,1,31
1450,Rappange Makelaardij,Amsterdam,4,80
4200,Peter Bruin Makelaardij,Amsterdam,6,160
1350,Björnd Makelaardij,Delft,3,90
1150,Ooms Makelaars Woningen,Rotterdam,2,70
1100,Ooms Makelaars Woningen,Rotterdam,3,78
1500,Peters & Partners,Amsterdam,2,60
2250,Martens Makelaars,Amsterdam,3,91
1285,Van der Wal makelaars,Rossum,4,125
1150,Ruijters Woningmakelaars Sittard,Sittard,5,122
1750,Keij & Stefels Makelaars en Taxateurs,Amsterdam,6,90
2400,Keij & Stefels Makelaars en Taxateurs,Amsterdam,2,81
1500,Keij & Stefels Makelaars en Taxateurs,Amsterdam,3,77
1500,Linger OG,Amsterdam,2,62
1200,Linger OG,Almere,3,85
1550,JLG Real Estate,Amsterdam,3,51
1800,JLG Real Estate,Amsterdam,4,90
2263,Hello Housing,Den Haag,4,110
1650,Makelaarskantoor BEN BV,Amsterdam,3,100
2172,Hello Housing,Den Haag,4,118
2000,Hello Housing,Den Haag,3,96
1300,Van Maarschalkerwaart Makelaars,Amsterdam,1,35
1350,Burger van Leeuwen,Den Haag,4,95
375,Prohousing,Maastricht,1,14
630,Prohousing,Maastricht,1,30
995,Prohousing,Maastricht,1,40
1375,Prohousing,Maastricht,3,32
2100,The Perfect House,Amsterdam,3,86
1325,Compass Housing Amsterdam,Amsterdam,3,68
975,Prohousing,Maastricht,3,73
1600,Bosma Makelaardij,Amsterdam,3,66
1295,Avenir Vastgoed,Den Haag,2,56
1350,Tweelwonen.nl Rotterdam,Rotterdam,3,93
4000,123Wonen Zeeland,Goes,8,298
1195,Rotterdam Apartments,Rotterdam,4,88
475,Rotterdam Apartments,Rotterdam,1,14
1195,Rotterdam Apartments,Rotterdam,4,91
2250,Rotterdam Apartments,Rotterdam,4,148
975,123Wonen Rotterdam,Rotterdam,3,65
1400,Marktpand,Utrecht,2,44
1200,123Wonen Rotterdam,Rotterdam,3,90
1700,Eefje Voogd Makelaardij,Amsterdam,2,64
1550,City Homes,Amsterdam,2,45
2150,Amsterdam Beautiful Property Rental,Amsterdam,2,70
1925,Houserenting4all.nl,Breukelen,7,150
950,Max Property Rentals,Rotterdam,2,50
945,Max Property Rentals,Rotterdam,3,47
570,DHVC Vastgoed,Eindhoven,2,34
715,DHVC Vastgoed,Eindhoven,2,55
1550,123Wonen Amsterdam,Amsterdam,3,59
950,Van 't Hof Rijnland Vastgoedmanagement,Den Haag,2,51
740,123Wonen Arnhem,Arnhem,2,70
1195,Koops Makelaardij,Haarlem,3,70
1225,The Real Estate Company,Den Haag,1,35
1790,Huisportaal.nl,Den Haag,2,62
2390,Huisportaal.nl,Den Haag,6,82
840,In de Stad,Rotterdam,3,47
895,Max Property Rentals,Rotterdam,4,67
1150,Max Property Rentals,Rotterdam,3,70
575,OurCampus Amsterdam Diemen,Diemen,1,27
1295,VHPN,Rotterdam,3,80
2500,IB Makelaars,Amsterdam,3,101
1100,Tweelwonen.nl Leiden,Leiden,3,63
1325,Woonzeker Rentals,Den Haag,2,72
1200,Woonzeker Rentals,Den Haag,1,63
1050,Woonzeker Rentals,Den Haag,2,51
1325,Woonzeker Rentals,Den Haag,2,72
1200,Woonzeker Rentals,Den Haag,2,62
1050,Woonzeker Rentals,Den Haag,2,48
1000,Woonzeker Rentals,Den Haag,1,39
650,HouseHunting Eindhoven,Eindhoven,1,28
750,Veldboom Vastgoed Enschede,Enschede,1,40
765,In de Stad,Rotterdam,2,47
975,Rent a Stone,Den Haag,3,61
1150,Hopmans Wonen,Bergen op Zoom,4,170
1500,Renthouse Vastgoed,Amstelveen,3,70
1700,Het Hoofse Huis,Maastricht,3,130
1500,Interhouse verhuurmakelaars Rotterdam,Capelle aan den IJssel,3,120
1300,Koops Makelaardij,Haarlem,3,75
1195,123Wonen Groningen,Groningen,1,104
2250,123Wonen Groningen,Groningen,6,170
1315,In de Stad,Rotterdam,4,60
1095,Stoit Groep,Eindhoven,2,40
1750,In Loco Beheer,Breda,2,140
785,In de Stad,Rotterdam,3,50
1450,Velthaak en Keijzer Makelaars,Rotterdam,4,105
1750,Tweelwonen.nl Den Haag,Den Haag,5,135
525,Max Suites,Rotterdam,1,20
450,Max Suites,Rotterdam,1,16
450,Max Suites,Rotterdam,1,14
1375,In Loco Beheer,Geertruidenberg,5,120
1395,Q Makelaars,Den Haag,2,72
1325,Compass Housing Amsterdam,Amsterdam,3,68
1250,Lex van Leeuwen BV,Den Haag,4,85
1250,RE/MAX Makelaarsgilde Leiden,Leiden,2,46
1375,Interhouse verhuurmakelaars Amsterdam,Amsterdam,2,50
975,Interhouse verhuurmakelaars Amersfoort,Arnhem,3,68
445,The Hague for Rent,Den Haag,1,12
1300,Veldboom Vastgoed Enschede,Enschede,3,100
425,K&P Makelaars,Groningen,2,24
1950,Perfectrent,Rotterdam,4,100
2900,Rotsvast Breda,Breda,8,179
875,Buro Hogeland,Leiderdorp,2,40
1195,Max Property Rentals,Rotterdam,3,84
995,Makelaardij Van Wieren,Groningen,2,45
575,Immovita,Den Haag,1,25
1275,Maashave Vastgoedbeheer B.V.,Schiedam,4,110
925,Tijssen&Vos,Leeuwarden,1,65
1500,Stadhuis Breda,Breda,5,90
1250,Flevo Makelaars,Almere,3,72
1175,Interhouse verhuurmakelaars Den Haag,Leidschendam,4,71
1500,Interhouse verhuurmakelaars Den Haag,Den Haag,2,75
1450,Vastgoed Unie Makelaardij ,Amsterdam,4,90
1050,123Wonen Groningen,Groningen,2,57
1150,Rent an Apartment,Maassluis,3,91
478,De Noordelijke Verhuur Makelaars,Leeuwarden,1,34
1050,Voorberg Makelaars,Rotterdam,3,52
785,OMNI HOUSE,Venlo,3,65
1400,Interhouse verhuurmakelaars Breda,Breda,2,70
850,NederWoon verhuurmakelaars Deventer,Deventer,4,101
875,Friendly Housing,Eindhoven,2,50
945,VGW Housing,Utrecht,2,45
1500,Smiling Host,Zandvoort,2,95
985,OurDomain Amsterdam Diemen,Diemen,2,47
575,OurCampus Amsterdam Diemen,Diemen,1,27
1350,Amsterdam Housing,Amsterdam,1,36
1185,123Wonen Utrecht,Utrecht,2,63
1195,Select-a-House.nl,Breda,2,63
1395,Perfectrent,Rotterdam,2,50
1450,Parker & Williams Real Estate Services,Amsterdam,3,60
1650,Koops Makelaardij Amsterdam,Amsterdam,3,75
765,BenHousing,Rotterdam,1,25
1150,BenHousing,Rotterdam,2,60
1350,Huurinc Housing,Veldhoven,3,105
925,Huurinc Housing,Eindhoven,2,60
875,Langezaal makelaars,Den Haag,3,52
525,HouseHunting Eindhoven,Eindhoven,1,18
1595,StartHousing,Utrecht,2,71
1850,StartHousing,Utrecht,2,60
1725,StartHousing,Utrecht,2,45
995,StartHousing,Utrecht,2,40
2350,Wunderink & de Lange,Den Haag,4,112
950,Veldboom Vastgoed Enschede,Enschede,3,80
1450,Rotsvast Haarlem,Haarlem,3,81
1200,CS Wonen,Bergen op Zoom,4,100
1500,CS Wonen,Roosendaal,4,120
875,CS Wonen,Roosendaal,2,52
895,CS Wonen,Roosendaal,2,55
575,BVwonen,Tilburg,2,20
405,HouseHunting Arnhem Nijmegen,Arnhem,2,20
1600,Nieuw Amsterdams Huys,Amsterdam,3,63
1150,Groningse Panden Beheer B.V.,Groningen,3,65
1500,Renthouse Vastgoed,Amstelveen,2,85
1350,Amstelland Makelaars,Amsterdam,2,55
1200,The Hague Real Estate Services,Den Haag,2,75
1325,Compass Housing Amsterdam,Amsterdam,3,68
935,P&D Housing,Tilburg,2,55
900,Armeva Vastgoed,Deventer,3,90
1800,Grand Relocation,Amsterdam,3,75
1500,Lighthouse Property Services,Haarlem,3,73
1150,Michiel Stolker Real Estate,Amsterdam,3,68
1094,123Wonen Leiden,Oude Wetering,2,63
1195,123Wonen Leiden,Leiden,2,68
995,123Wonen Leiden,Leiden,2,58
260,Ad Hoc Arnhem,Gaanderen,1,50
950,VGW Housing,Utrecht,2,50
395,De Bloois Vastgoed,Delft,1,11
1000,Rotsvast Middelburg,Terneuzen,2,76
1550,Rotsvast Eindhoven,Eindhoven,2,88
1500,Heeren Makelaars B.V.,Amsterdam,3,81
2500,Interhouse verhuurmakelaars Amersfoort,Ermelo,4,186
995,Rental Rotterdam,Rotterdam,2,69
1025,Tenant Huurwoningen,Waalre,2,62
1600,Valerius Rentals,Amsterdam,2,38
1725,LIV Residential,Amsterdam,3,64
2250,Renthouse Vastgoed,Amsterdam,4,120
875,House Rent Leeuwarden,Leeuwarden,3,50
585,Tweelwonen.nl Leiden,Leiden,1,24
1250,Expats Amsterdam,Amsterdam,2,35
785,NumberXII Exclusive Real Estate,Den Haag,1,42
895,Immovita,Voorburg,2,65
785,Duinzigt Wonen B.V.,Den Haag,2,58
1400,'t Mauritshuis Makelaars,Oosterbeek,3,91
825,HouseHunting Rotterdam,Rotterdam,2,38
1100,123Wonen Breda,Breda,5,111
1280,Interhouse verhuurmakelaars Sassenheim,Nieuw-Vennep,3,77
727,Brick Vastgoed,Helmond,1,36
1600,Maasstad Woningverhuur,Rotterdam,3,122
1475,Hoogveste BV,Amstelveen,1,40
695,HouseHunting Enschede,Enschede,1,35
1495,ViaDaan,Eindhoven,5,123
672,Brick Vastgoed,Helmond,1,28
1400,Together Vastgoed,Amsterdam,1,50
1500,Lighthouse Property Services,Haarlem,3,65
995,Home by Theresa,Utrecht,1,30
1300,123Wonen Rotterdam,Rotterdam,3,70
950,Living Today,Den Haag,2,52
705,NederWoon verhuurmakelaars Amersfoort,Amersfoort,1,32
995,realestate.nl ,Rotterdam,2,53
695,Fryslân Homes,Rottum,2,75
2250,Inxxx Rentals,Amsterdam,3,82
2250,Huurinc Housing,Helmond,4,145
1395,VERRA Real Estate Rotterdam,Rotterdam,3,80
521,Goedhart Makelaars en Taxateurs Leiden,Leiden,1,25
1050,RE/MAX Makelaarsgilde Leiden,Leiden,2,52
1650,Compass Housing Amsterdam,Amsterdam,2,47
1200,Covers & Jonker Makelaars BV,Utrecht,2,60
1175,Rotsvast Rotterdam,Rotterdam,2,65
1450,Interhouse verhuurmakelaars Sassenheim,Hoofddorp,5,107
1046,Maxx Groningen,Groningen,2,38
995,Maxx Groningen,Groningen,2,53
1125,ViaDaan,Den Haag,4,82
2200,ViaDaan,Amsterdam,3,62
1300,Stoit Groep,Oisterwijk,3,97
1250,Expats. Amsterdam Rentals ,Amsterdam,2,37
995,De Bloois Vastgoed,Delft,2,76
1495,Michiel van Maanen Makelaardij,Haarlem,3,81
1065,NederWoon verhuurmakelaars Amersfoort,Amersfoort,2,55
475,Siebbeles Vastgoed,Arnhem,1,20
1325,Compass Housing Amsterdam,Amsterdam,3,68
1350,Hevesta Bemiddeling,Amsterdam,1,37
995,Perfectrent,Rotterdam,2,51
755,Fryslân Homes,Harlingen,3,62
1790,A Plus Apartments,Amsterdam,3,80
1625,Holland Verlof Service,Amsterdam,2,70
960,HouseHunting Breda,Breda,2,56
335,De Woningwinkel B.V. ,Emmen,1,15
285,De Woningwinkel B.V. ,Emmen,1,11
899,Veldboom Vastgoed Groningen,Groningen,2,53
1100,Interhouse verhuurmakelaars Den Haag,Den Haag,3,70
885,Rotsvast Tilburg,Tilburg,2,47
1495,Executive Home Rentals  Amsterdam,Amsterdam,2,50
1275,Brick Vastgoed,Eindhoven,3,105
1375,Wooove B.V.,Amsterdam,2,73
1395,ViaDaan,Eindhoven,5,111
1550,Dutch Housing Centre BV,Amsterdam,1,62
925,De Huissleutel,Tilburg,3,75
2750,First Class Housing,Aalsmeer,6,240
1050,Goedhart Makelaars en Taxateurs Leiden,Leiden,2,75
2450,Wonen Hartje Rotterdam,Rotterdam,6,131
580,KamerRaad,Leiden,1,20
1250,Guntenaar Wonen,Driebergen-Rijsenburg,3,70
1195,Rotsvast Breda,Breda,3,74
350,Rotsvast Breda,Breda,1,12
1350,VERRA Real Estate Rotterdam,Rotterdam,5,96
1250,VERRA Real Estate Rotterdam,Rotterdam,3,85
465,Housing Solutions Breda,Breda,1,14
1450,The Rental Agency Amsterdam,Amsterdam,2,58
1150,123Wonen Twente,Haaksbergen,4,250
925,Housing 4 You,Voerendaal,2,70
950,Housing 4 You,Voerendaal,3,75
1350,Hevesta Bemiddeling,Amsterdam,1,37
1325,Compass Housing Amsterdam,Amsterdam,3,68
1150,020Apartment,Amsterdam,2,31
895,1huis Makelaars,Rozendaal,2,50
1250,Rotsvast Utrecht,Utrecht,2,50
825,Drenth Vastgoed Beheer,Katwijk,2,35
920,Ben-s.nl verhuur en beheer,Groningen,2,51
995,070Wonen,Rijswijk,2,61
1250,A&N Vastgoed,Den Haag,1,90
895,Urban Short Stay,Delft,2,33
1450,NOORESTATE,Amsterdam,2,45
695,VerhuurPro Almelo,Almelo,2,50
965,Urban Short Stay,Utrecht,2,56
450,K&P Makelaars,Groningen,2,22
1650,Interhouse verhuurmakelaars Amsterdam,Amsterdam,3,90
975,Houserenting4all.nl,Amersfoort,3,64
467,De Nieuwe V.O.C. B.V.,Amsterdam,7,137
915,Urban Short Stay,Amsterdam,1,34
1425,Van Huis Uit Makelaars,Amsterdam,2,48
1650,Van Huis Uit Makelaars,Amstelveen,4,80
735,De Huisadviseur Tilburg,Tilburg,1,28
1480,020Apartment,Amsterdam,2,60
1495,Expathousing.com (Amsterdam) ,Amsterdam,3,75
895,Max Property Rentals,Rotterdam,3,75
530,Immovita,Den Haag,2,35
1395,Stadsdaemes onroerend goed ,Utrecht,3,41
695,Riemersma Real Estate,Den Haag,1,20
980,Woonhuyz,Broek op Langedijk,4,89
1525,Rotsvast Utrecht,Utrecht,3,85
750,Interhouse verhuurmakelaars Rotterdam,Rotterdam,1,21
1950,Expat Rentals,Amsterdam,3,110
1875,Vastgoed Unie Makelaardij ,Amsterdam,4,100
935,P&D Housing,Tilburg,2,55
2100,The Perfect House,Amsterdam,3,86
1300,Bulten Vastgoed,Groningen,3,43
975,Stienstra,Helmond,4,116
960,Stienstra,Heerhugowaard,3,103
1425,Koops Makelaardij Amsterdam,Amsterdam,2,45
1495,HouseHunting 't Gooi,Huizen,3,95
1350,NOORESTATE,Amsterdam,1,43
1095,K&P Makelaars,Zuidhorn,4,100
1150,Living Today,Sassenheim,3,75
875,Living Today,Leiden,1,30
895,Living Today,Leiden,2,43
850,Woldring Verhuur,Groningen,2,48
1495,Select-a-House.nl,Breda,2,66
641,De Huisadviseur Tilburg,Tilburg,1,28
1450,AmsterHomes,Amsterdam,3,55
4500,AmsterHomes,Amsterdam,5,178
1600,Expats. Amsterdam Rentals ,Amsterdam,3,61
705,NederWoon verhuurmakelaars Amersfoort,Amersfoort,1,42
1395,Homey.rent,Rotterdam,4,92
975,123Wonen Alkmaar,Egmond aan Zee,2,35
2500,123Wonen Alkmaar,Heiloo,5,149
3000,123Wonen Alkmaar,Heerhugowaard,10,435
315,Immovita,Den Haag,1,16
1695,Rotsvast Gouda,Waddinxveen,4,125
1650,Van Laar Vastgoed,Amsterdam,4,90
1995,Van Laar Vastgoed,Amsterdam,5,110
748,OMNI HOUSE,Roermond,2,47
1250,Michiel Stolker Real Estate,Amsterdam,2,45
1395,Rijsterborgh Makelaars,Amstelveen,3,89
1695,Interhouse verhuurmakelaars Utrecht,Utrecht,3,75
845,Duinzigt Wonen B.V.,Den Haag,2,36
955,P&D Housing,Tilburg,1,55
575,OurCampus Amsterdam Diemen,Diemen,1,27
750,Mr and Ms Rent,Maastricht,1,67
1200,Domvast,Utrecht,3,70
915,Rental Rotterdam,Rotterdam,2,40
642,Nationaal Grondbezit,Eygelshoven,3,84
1250,Linger OG,Amsterdam,2,65
2950,Van Maarschalkerwaart Makelaars,Amsterdam,5,134
1475,Burgersdijk Makelaars,De Bilt,3,70
1145,Donné Vastgoed,Utrecht,2,50
1650,Amstel Makelaardij o.g.,Amstelveen,3,74
1695,Mar. J. Heule,Amsterdam,3,50
1550,Smit & Heinen Makelaars en Taxateurs,Amsterdam,3,50
976,W. Heeren Makelaardij,Eersel,2,46
2800,Amsterdamse Maatschappij,Amsterdam,3,155
1575,BrinkBorgh Makelaardij,Amsterdam,3,68
7500,Keij & Stefels Makelaars en Taxateurs,Amsterdam,7,289
1250,MetMook,Breda,2,55
985,Maasland Relocation,Maastricht,2,70
795,Corpowonen,Rotterdam,6,67
3000,Vastgoedhart,Rotterdam,5,156
390,geWOON Makelaardij,Sittard,1,15
1245,Portsville,Rotterdam,2,70
1100,123Wonen Eindhoven,Eindhoven,2,65
750,Vastgoedhart,Rotterdam,1,25
1245,Portsville,Amsterdam,2,32
500,SCB Vastgoed,Hilversum,1,25
1850,Woonhuis O/G,Bussum,2,127
1550,Houses4let,Aalsmeer,3,85
900,JRM Commercieel Vastgoed,Maastricht,1,40
1250,Netherlands Rentals,Vinkeveen,3,70
1500,Amsterdam Rentals,Amsterdam,2,41
1350,Hevesta Bemiddeling,Amsterdam,1,37
1295,VHPN,Rotterdam,3,80
1350,HouseHunting Rotterdam,Rotterdam,3,80
1475,Aham Vastgoed,Amsterdam,2,50
2500,ME Makelaars BV,Amsterdam,3,80
2800,ME Makelaars BV,Amsterdam,5,86
1350,Rotterdam Apartments,Rotterdam,2,77
