"","house_price","rental_agency","city","bedrooms","surface"
"3115",1350,"Mooijekind Vleut Verhuurmakelaars","Haarlem",2,58
"3116",1350,"Eigen Haard","Leiden",3,85
"3117",2150,"Interhouse verhuurmakelaars Sassenheim","Hoofddorp",4,151
"3118",1750,"Peter Bruin Makelaardij","Amsterdam",2,55
"3119",975,"ViaDaan","Utrecht",3,45
"3120",1250,"BrinkBorgh Makelaardij","Amsterdam",2,35
"3121",1080,"Mares Makelaars","Den Haag",2,55
"3122",800,"DM van de Kuil Makelaardij","Doorn",2,55
"3123",2250,"Van Maarschalkerwaart Makelaars","Amsterdam",4,95
"3124",2750,"Alcoco.nl","Amsterdam",3,155
"3125",1060,"W. Heeren Makelaardij","Valkenswaard",3,90
"3126",1257,"Van der Borden Vastgoedprofessionals - Huur & Beheer","Alkmaar",5,150
"3127",1250,"Marloes Makelaars","Delft",3,80
"3128",1350,"Amsterdam Wonen","Amsterdam",2,45
"3129",2000,"Corpowonen","Hilversum",5,135
"3130",920,"iResidence","Rotterdam",2,66
"3131",1450,"HB Housing ","Haarlem",3,89
"3132",2250,"Raysemhousing.nl","Amsterdam",4,125
"3133",1450,"Verhuurmakelaar Hsiang","Spijkenisse",5,115
"3134",4599,"Rotterdam Apartments","Amsterdam",3,100
"3135",2000,"Rotterdam Apartments","Rotterdam",4,116
"3136",950,"Perfectrent","Dordrecht",5,85
"3137",955,"P&D Housing","Tilburg",1,55
"3138",575,"OurCampus Amsterdam Diemen","Diemen",1,27
"3139",1350,"Verhuurmakelaar Hsiang","Rotterdam",4,82
"3140",1400,"Expat & Real Estate B.V.","Den Haag",2,50
"3141",1800,"Expat & Real Estate B.V.","Den Haag",3,85
"3142",1750,"Expat & Real Estate B.V.","Den Haag",3,80
"3143",1850,"Expat & Real Estate B.V.","Den Haag",3,75
"3144",1650,"Expat & Real Estate B.V.","Den Haag",3,70
"3145",1400,"Expat & Real Estate B.V.","Den Haag",2,50
"3146",912,"BVwonen","Tilburg",2,50
"3147",1650,"Expat & Real Estate B.V.","Den Haag",3,75
"3148",1850,"Expat & Real Estate B.V.","Den Haag",3,85
"3149",2500,"Expat & Real Estate B.V.","Den Haag",3,110
"3150",1400,"Expat & Real Estate B.V.","Den Haag",2,50
"3151",1750,"Expat & Real Estate B.V.","Den Haag",3,85
"3152",1150,"MA Residences","Amsterdam",1,30
"3153",1095,"CMT Real Estate","Den Haag",2,60
"3154",2250,"City Homes","Amsterdam",3,75
"3155",1495,"Interhouse verhuurmakelaars Rotterdam","Rotterdam",3,86
"3156",1950,"Zen Home Rentals","Amsterdam",2,70
"3157",1650,"Renthouse Vastgoed","Amsterdam",3,72
"3158",1449,"Uw MakelaarSite","Rotterdam",4,68
"3159",1400,"Weelde Wonen","Amsterdam",4,65
"3160",2000,"RE/MAX Pro","Amsterdam",3,88
"3161",2200,"070Wonen","Den Haag",5,127
"3162",1475,"Renthouse Vastgoed","Amsterdam",2,75
"3163",590,"Friendly Housing","Eindhoven",1,25
"3164",210,"Heimstaden","Arnhem",1,15
"3165",1550,"Home of Orange","Amsterdam",3,90
"3166",1595,"Interhouse verhuurmakelaars Utrecht","Utrecht",3,87
"3167",1900,"Holland Home Management","Amsterdam",2,83
"3168",640,"EHR Ede-Wageningen","Ede",3,50
"3169",935,"P&D Housing","Tilburg",2,55
"3170",1168,"Q Makelaars","Den Haag",1,59
"3171",1100,"VERRA Real Estate","Den Haag",2,60
"3172",350,"SUZ Makelaars","Leeuwarden",1,18
"3173",1325,"Makelaardij Stek","Utrecht",2,70
"3174",2100,"Residential Real Estate","Amsterdam",4,65
"3175",3000,"MijnHuisVerhuren.nl","Amsterdam",3,120
"3176",2600,"Regio Holland Amsterdam","Bergen",3,140
"3177",425,"Friendly Housing","Eindhoven",1,12
"3178",505,"Friendly Housing","Eindhoven",1,13
"3179",928,"RELO Wonen","Wormer",3,65
"3180",1250,"Rent an Apartment","Rotterdam",2,61
"3181",5500,"Baljon Makelaars","Rotterdam",5,242
"3182",950,"Prisma ERA Makelaars Hengelo","Hengelo",5,125
"3183",1400,"EarthRock Housing","Amstelveen",3,80
"3184",940,"Woldring Verhuur","Groningen",3,47
"3185",1885,"Interhouse verhuurmakelaars Haarlem","Haarlem",3,95
"3186",425,"De Bloois Vastgoed","Delft",1,14
"3187",1600,"ISAAK Makelaardij o.g. B.V.","Amsterdam",3,67
"3188",2800,"Select-a-House.nl","Breda",5,155
"3189",1995,"Select-a-House.nl","Breda",4,130
"3190",3250,"123Wonen Haarlem","Heemstede",6,170
"3191",190,"Siebbeles Vastgoed","Leiden",2,13
"3192",950,"Van der Meulen Makelaars","Groningen",2,57
"3193",3400,"Vereniging Hendrick de Keyser","Amsterdam",4,231
"3194",650,"Immosa Makelaardij","Maastricht",1,29
"3195",545,"Friendly Housing","Eindhoven",1,14
"3196",2100,"Your Home Makelaardij","Amsterdam",4,105
"3197",780,"CS Wonen","Roosendaal",2,44
"3198",260,"Ad Hoc Arnhem","Arnhem",1,18
"3199",247,"Ad Hoc Arnhem","Waardenburg",3,80
"3200",1550,"123Wonen West-Brabant","Bergen op Zoom",5,100
"3201",985,"OurDomain Amsterdam Diemen","Diemen",2,47
"3202",1350,"Hevesta Bemiddeling","Amsterdam",1,37
"3203",825,"Max Property Rentals","Rotterdam",2,52
"3204",750,"SPiL makelaars","Haarlem",1,20
"3205",1450,"TVN Real Estate","Amsterdam",2,40
"3206",975,"HouseHunting Eindhoven","Eindhoven",2,50
"3207",1025,"Pas verhuurt","Den Bosch",2,58
"3208",1100,"Gruno Vastgoed B.V.","Groningen",3,70
"3209",1800,"Bridges Makelaardij","Amsterdam",3,67
"3210",1075,"ViaDaan","Schiedam",2,63
"3211",1225,"Avenir Vastgoed","Zoetermeer",5,105
"3212",1545,"Interhouse verhuurmakelaars Haarlem","Haarlem",3,70
"3213",980,"Vereniging Hendrick de Keyser","Leeuwarden",2,97
"3214",935,"Vereniging Hendrick de Keyser","Haarlem",2,42
"3215",1055,"AMfield BV","Den Bosch",2,63
"3216",1350,"Homeland Real Estate","Den Haag",2,76
"3217",1250,"Heimstaden","Duivendrecht",3,73
"3218",995,"Rotsvast Gouda","Gouda",2,65
"3219",3000,"Van Huis Uit Makelaars","Amsterdam",3,86
"3220",1500,"TVN Real Estate","Amsterdam",2,50
"3221",1800,"Mid-stay Apartments","Amsterdam",2,75
"3222",1650,"Interhouse verhuurmakelaars Amsterdam","Amsterdam",3,75
"3223",1195,"Hopmans Wonen","Bergen op Zoom",2,68
"3224",895,"Homeforlife","Hoogmade",3,75
"3225",1450,"Tweelwonen.nl Rotterdam","Rotterdam",3,85
"3226",1450,"Eeya Real Estate Management","Amstelveen",2,55
"3227",1500,"Lighthouse Property Services","Haarlem",3,57
"3228",1445,"Rotsvast Hilversum","Hilversum",3,70
"3229",1150,"nextmove makelaars","Waalwijk",1,55
"3230",1425,"B&S Rental Service","Utrecht",2,48
"3231",895,"De Leidsche Makelaar","Leiden",1,36
"3232",1500,"A Plus Apartments","Amsterdam",2,80
"3233",955,"P&D Housing","Tilburg",1,55
"3234",1350,"Hevesta Bemiddeling","Amsterdam",1,37
"3235",895,"Fryslân Homes","Heerenveen",5,106
"3236",950,"Border Estate+ B.V.","Maastricht",2,65
"3237",1950,"Tameling Verhuur","Noordwijk",6,111
"3238",1100,"J&G Vastgoed B.V.","Utrecht",2,45
"3239",1495,"Van Huis Uit Makelaars","Amsterdam",3,52
"3240",1895,"Van Der Huizen","Den Haag",3,115
"3241",1250,"Brick Vastgoed","Eindhoven",3,72
"3242",995,"Nationaal Grondbezit","Leiderdorp",4,93
"3243",1750,"Regent Makelaars","Amsterdam",3,85
"3244",350,"J&G Vastgoed B.V.","Tiel",1,5
"3245",1275,"Eigen Haard","Oegstgeest",3,90
"3246",927,"Rotsvast Hilversum","Bussum",3,70
"3247",725,"De Woningwinkel B.V. ","Zwolle",3,39
"3248",1750,"ViaDaan","Amsterdam",3,102
"3249",1270,"Stienstra","Eindhoven",4,112
"3250",2300,"Oei Housing Amsterdam - Expat Apartments","Amsterdam",3,104
"3251",1250,"Riva Rentals","Rotterdam",4,87
"3252",2495,"123Wonen Tilburg","Moergestel",8,421
"3253",850,"Rotsvast Den Bosch","Den Bosch",2,25
"3254",1095,"Stadsdaemes onroerend goed ","Utrecht",2,30
"3255",1200,"Rotsvast Nijmegen","Nijmegen",6,84
"3256",1945,"EHR Arnhem","Arnhem",3,120
"3257",1408,"Wooove B.V.","Den Haag",3,90
"3258",1150,"Wooove B.V.","Den Haag",2,64
"3259",495,"MIJN HUIS en ik","Maastricht",1,20
"3260",1500,"Y Vastgoed","Amsterdam",3,42
"3261",1795,"Het Hoofse Huis","Maastricht",4,130
"3262",1200,"Lighthouse Property Services","Haarlem",2,45
"3263",2200,"Mooijekind Vleut Verhuurmakelaars","Haarlem",4,110
"3264",304,"BM Vastgoed","Arnhem",1,16
"3265",1475,"Hoogveste BV","Amstelveen",1,40
"3266",1395,"Q Makelaars","Den Haag",2,72
"3267",1300,"Rotsvast Amsterdam","Amsterdam",1,39
"3268",1300,"ViaDaan","Heemstede",2,70
"3269",825,"realestate.nl ","Rotterdam",2,40
"3270",1950,"Inxxx Rentals","Amsterdam",3,100
"3271",1995,"Urban Homies","Amsterdam",2,98
"3272",1650,"First Class Housing","Amstelveen",2,68
"3273",1750,"Domica Amsterdam","Amsterdam",2,65
"3274",1500,"Amsterdam Housing","Amsterdam",2,45
"3275",1700,"Amsterdam Housing","Amsterdam",2,90
"3276",2000,"De Run Trading B.V.","Amsterdam",3,75
"3277",1350,"Kievit Makelaardij","Eindhoven",5,120
"3278",1295,"GOETH Vastgoed","Eindhoven",3,71
"3279",995,"Inter Immo Almere","Almere",2,64
"3280",1300,"Inter Immo Almere","Almere",4,97
"3281",1085,"Inter Immo Almere","Almere",2,54
"3282",850,"Prisma ERA Makelaars Delden","Delden",3,90
"3283",2000,"Rotsvast Utrecht","Utrecht",3,72
"3284",1157,"RNC Wonen","Utrecht",2,45
"3285",1500,"Stam Vastgoed","Almere",4,80
"3286",535,"Maxx Groningen","Haren Gn",1,21
"3287",1375,"Reichman & Rommelaar Den Haag","Den Haag",2,67
"3288",1550,"F.E. Real Estate","Amsterdam",4,75
"3289",595,"Groningse Panden Beheer B.V.","Leeuwarden",1,27
"3290",1500,"Utrecht Select","Utrecht",2,45
"3291",1325,"Compass Housing Amsterdam","Amsterdam",3,68
"3292",3100,"Kimmel & Co. Makelaarskantoor o.g. b.v.","Den Haag",6,235
"3293",925,"Rotsvast Groningen","Groningen",2,58
"3294",1600,"Aemestelle Makelaars","Amsterdam",3,50
"3295",485,"123Wonen Eindhoven","Eindhoven",1,15
"3296",1250,"Domica Arnhem","Arnhem",3,95
"3297",1550,"Mac Housing","Amsterdam",3,78
"3298",1325,"Compass Housing Amsterdam","Amsterdam",3,68
"3299",895,"Wooncompany Den Haag","Den Haag",3,55
"3300",410,"Rotsvast Eindhoven","Eindhoven",1,9
"3301",1775,"Frisia Makelaars","Den Haag",4,148
"3302",945,"Frisia Makelaars","Den Haag",2,53
"3303",985,"Frisia Makelaars","Den Haag",4,59
"3304",1535,"Frisia Makelaars","Den Haag",3,143
"3305",1925,"Frisia Makelaars","Den Haag",4,148
"3306",985,"Frisia Makelaars","Den Haag",4,59
"3307",1540,"Frisia Makelaars","Den Haag",3,126
"3308",945,"Frisia Makelaars","Den Haag",2,53
"3309",945,"Frisia Makelaars","Den Haag",2,53
"3310",985,"Frisia Makelaars","Den Haag",4,59
"3311",945,"Frisia Makelaars","Den Haag",2,53
"3312",945,"Frisia Makelaars","Den Haag",2,53
"3313",945,"Frisia Makelaars","Den Haag",2,53
"3314",1375,"AmsterHomes","Amsterdam",2,45
"3315",7000,"DSTRCT Amsterdam","Amsterdam",4,203
"3316",1750,"Stones Housing","Eindhoven",3,130
"3317",1950,"Kimmel & Co. Makelaarskantoor o.g. b.v.","Den Haag",4,153
"3318",945,"Frisia Makelaars","Den Haag",2,53
"3319",1395,"Van der Laarse Makelaardij o.g.","Aalsmeer",3,86
"3320",1500,"Tweelwonen.nl Leiden","Leiden",2,67
"3321",470,"Van Der Huizen","Breda",2,22
"3322",2500,"Immovita","Den Haag",6,168
"3323",1250,"Hopmans Wonen","Standdaarbuiten",4,108
"3324",740,"Hopmans Wonen","Roosendaal",3,74
"3325",1600,"Stam Vastgoed","Hilversum",3,110
"3326",1350,"Mar. J. Heule","Amsterdam",3,50
"3327",1100,"VERRA Real Estate","Den Haag",2,88
"3328",1350,"Onesta Vastgoed","Den Haag",3,101
"3329",2100,"The Perfect House","Amsterdam",3,86
"3330",955,"P&D Housing","Tilburg",1,55
"3331",1175,"Donné Vastgoed","Amsterdam",2,46
"3332",2250,"Incity Real Estate","Amsterdam",4,93
"3333",1395,"Housedby","Den Bosch",3,110
"3334",995,"Björnd Makelaardij","Delft",2,45
"3335",1350,"Linger OG","Amsterdam",3,72
"3336",1200,"Linger OG","Amsterdam",2,44
"3337",1900,"JLG Real Estate","Amsterdam",3,80
"3338",1550,"JLG Real Estate","Amsterdam",3,75
"3339",1850,"Dames van Vermeer","Amsterdam",3,62
"3340",1600,"Stad en Land Makelaars","Rotterdam",3,77
"3341",1750,"Amstel Property Agency","Amsterdam",3,65
"3342",1850,"Amstel Property Agency","Amsterdam",3,64
"3343",950,"Corpowonen","Capelle aan den IJssel",2,86
"3344",595,"123Wonen Rotterdam","Rotterdam",1,25
"3345",1095,"Tenant Huurwoningen","Eindhoven",3,60
"3346",1700,"Home of Orange","Amsterdam",3,65
"3347",1250,"HouseHunting Groningen","Groningen",3,71
"3348",1400,"Rotterdam Apartments","Rotterdam",3,94
"3349",1395,"Rotterdam Apartments","Rotterdam",3,95
"3350",1127,"Rotterdam Apartments","Rotterdam",2,47
"3351",1900,"Rotterdam Apartments","Rotterdam",2,110
"3352",1350,"Rotterdam Apartments","Rotterdam",3,80
"3353",850,"DdeG Vastgoed bv","Utrecht",2,22
"3354",1500,"EHR Haarlem - Leiden","Hoofddorp",4,124
"3355",1075,"Huizenbalie.nl","Delft",1,45
"3356",1050,"SMART Housing & Makelaars","Tilburg",3,80
"3357",1050,"The Real Estate Company","Den Haag",2,45
"3358",1495,"Unlimited Housing","Amsterdam",2,41
"3359",679,"Heimstaden","Apeldoorn",3,54
"3360",1400,"Rosmuller Makelaars","Amsterdam",2,50
"3361",575,"OurCampus Amsterdam Diemen","Diemen",1,27
"3362",1600,"Maasstad Woningverhuur","Rotterdam",3,122
"3363",900,"RNC Wonen","Tilburg",1,27
"3364",1700,"Interhouse verhuurmakelaars Amsterdam","Amstelveen",4,115
"3365",1195,"Brockhoff Makelaars","Nieuw-Vennep",5,150
"3366",1350,"Onesta Vastgoed","Den Haag",3,103
"3367",1700,"EHR Utrecht","Zeist",3,120
"3368",1750,"Tweelwonen.nl Rotterdam","Rotterdam",3,100
"3369",1020,"NederWoon verhuurmakelaars Amersfoort","Amersfoort",2,55
"3370",1350,"Jenter Real Estate","Rijswijk",3,85
"3371",1150,"I Property Management","Groningen",3,70
"3372",1500,"Residence Housing & Relocation","Maastricht",5,90
"3373",1395,"Babs Persoons B.V.","Weesp",5,112
"3374",1350,"Babs Persoons B.V.","Weesp",4,96
"3375",1500,"Expats. Amsterdam Rentals ","Amsterdam",2,65
"3376",1600,"Mid-stay Apartments","Amsterdam",3,95
"3377",925,"072wonen","Alkmaar",2,81
"3378",850,"070Wonen","Den Haag",1,33
"3379",1950,"The Rental Agency Amsterdam","Amsterdam",3,80
"3380",1500,"Renthouse Vastgoed","Amsterdam",2,65
"3381",1600,"Rotsvast Amstelveen","Amstelveen",3,85
"3382",1795,"Dop & Dop Consultancy","Schiedam",5,135
"3383",1500,"VERRA Real Estate","Leiden",3,70
"3384",635,"NederWoon Verhuurmakelaars Zwolle","Sneek",3,54
"3385",1550,"A&N Vastgoed","Den Haag",1,112
"3386",1750,"Grand Apartments Amsterdam","Amsterdam",3,55
"3387",1540,"1huis Makelaars","Arnhem",4,102
"3388",475,"Maxx Leeuwarden","Dokkum",1,27
"3389",1250,"Fonzt","Rotterdam",3,79
"3390",430,"De Bloois Vastgoed","Delft",1,14
"3391",1890,"ViaDaan","Amsterdam",3,67
"3392",2400,"Brick Vastgoed","Eindhoven",7,280
"3393",1350,"Hevesta Bemiddeling","Amsterdam",1,37
"3394",835,"Nido Student","Utrecht",1,20
"3395",1150,"Heimstaden","Utrecht",4,85
"3396",1050,"Heimstaden","Utrecht",2,47
"3397",1150,"Interhouse verhuurmakelaars Sassenheim","Voorhout",3,67
"3398",475,"geWOON Makelaardij","Sittard",2,20
"3399",725,"Living Today","Gouda",1,26
"3400",1850,"Brummel & Beuk Makelaars ","Amsterdam",3,93
"3401",1475,"TVN Real Estate","Diemen",3,66
"3402",1500,"TVN Real Estate","Amsterdam",2,65
"3403",1190,"Niya Vastgoed Beheer BV","Rotterdam",4,102
"3404",1495,"Tweelwonen.nl Leiden","Leiden",3,74
"3405",1175,"IRIS Housing Rotterdam","Rotterdam",1,60
"3406",1650,"Interhouse verhuurmakelaars Amsterdam","Amsterdam",2,56
"3407",1850,"Dutch Housing Centre BV","Amsterdam",4,73
"3408",1025,"Rotsvast Bergen op Zoom","Nispen",4,110
"3409",999,"123Wonen Leiden","Noordwijk",2,50
"3410",2150,"B&S Rental Service","Utrecht",3,108
"3411",1500,"Absolute Housing","Amsterdam",2,57
"3412",750,"NederWoon verhuurmakelaars Arnhem","Arnhem",1,32
"3413",2195,"Rent2day Real Estate","Oegstgeest",3,100
"3414",1000,"NL en Wonen","Bussum",2,55
"3415",915,"Wonen Limburg Accent","Sittard",3,84
"3416",850,"LXRYhousing","Den Haag",2,45
"3417",426,"NederWoon verhuurmakelaars Nijmegen","Nijmegen",1,15
"3418",1495,"HouseHunting Utrecht","Nieuwegein",3,80
"3419",1395,"BM Vastgoed","Arnhem",2,58
"3420",1495,"Rent2day Real Estate","Oegstgeest",2,70
"3421",780,"Brick Brokers","Hilversum",2,60
"3422",2500,"AmsterHomes","Amsterdam",3,102
"3423",1695,"LIV Residential","Amsterdam",2,55
"3424",1995,"Housedby","Den Bosch",7,160
"3425",1168,"Q Makelaars","Den Haag",1,59
"3426",1350,"Hevesta Bemiddeling","Amsterdam",1,37
"3427",425,"De Huisadviseur Tilburg","Tilburg",1,15
"3428",1990,"ViaDaan","Hoorn",3,82
"3429",1325,"Van der Laarse Makelaardij o.g.","Aalsmeer",2,60
"3430",950,"Homeland Real Estate","Den Haag",1,45
"3431",1175,"Homeland Real Estate","Den Haag",1,59
"3432",1550,"Homeland Real Estate","Den Haag",3,75
"3433",2000,"Relocation Advisers B.V.","Amsterdam",3,90
"3434",2000,"Relocation Advisers B.V.","Amsterdam",3,75
"3435",2475,"Expat Apartment Service","Amsterdam",3,80
"3436",1595,"BP Homeleasing","Nijmegen",4,130
"3437",2250,"Relocation Advisers B.V.","Amsterdam",3,85
"3438",1285,"Interhouse verhuurmakelaars Haarlem","Haarlem",3,71
"3439",2475,"Expat Apartment Service","Amsterdam",3,80
"3440",850,"De Noordelijke Verhuur Makelaars","Groningen",2,56
"3441",325,"HouseHunting Enschede","Enschede",1,7
"3442",925,"HouseHunting Enschede","Enschede",3,127
"3443",895,"Housing Solutions Breda","Breda",2,60
"3444",1495,"123Wonen Breda","Breda",4,123
"3445",771,"Woonhuis Limburg","Roermond",3,85
"3446",1650,"Capital Plan","Den Haag",4,122
"3447",1500,"Havensteder","Rotterdam",4,120
"3448",1095,"NederWoon verhuurmakelaars Amersfoort","Hilversum",3,91
"3449",899,"HouseHunting Utrecht","Utrecht",1,30
"3450",1350,"HB&F Rental Services","Rotterdam",2,80
"3451",1390,"Nelisse Makelaarsgroep","Den Haag",3,85
"3452",1260,"Nelisse Makelaarsgroep","Den Haag",3,79
"3453",2500,"Hakkenbroek Housing Company","Amsterdam",4,150
"3454",1300,"De MakelaarsMaatschap Mijntje Vissers","Haarlem",2,55
"3455",1600,"Havensteder","Rotterdam",5,100
"3456",2000,"Relocation Advisers B.V.","Amsterdam",3,85
"3457",1295,"VHPN","Rotterdam",3,80
"3458",955,"P&D Housing","Tilburg",1,55
"3459",1699,"A1 Executive Estate","Almere",5,110
"3460",1550,"A1 Executive Estate","Amsterdam",2,55
"3461",5250,"Grand Apartments Amsterdam","Amsterdam",5,196
"3462",650,"Brick Vastgoed","Eindhoven",1,30
"3463",1550,"Y Vastgoed","Amsterdam",3,50
"3464",675,"Pension Barendregt","Rotterdam",1,15
"3465",875,"NederWoon Verhuurmakelaars Apeldoorn","Apeldoorn",4,79
"3466",845,"Tweelwonen.nl Leiden","Hazerswoude-Rijndijk",3,63
"3467",2850,"REC Vastgoed","Groningen",4,170
"3468",1395,"Dots Housing","Amsterdam",3,48
"3469",950,"Budget Housing","Waalre",3,65
"3470",1550,"Huizenbalie.nl","Amsterdam",3,65
"3471",925,"NederWoon Verhuurmakelaars Zwolle","Beilen",5,135
"3472",1500,"WVK Makelaars","Leidschendam",5,146
"3473",715,"NederWoon verhuurmakelaars Arnhem","Arnhem",2,45
"3474",1600,"EasyMakelaars","Badhoevedorp",1,35
"3475",1250,"Kolpa Makelaars B.V.","Rotterdam",4,104
"3476",1800,"Rotsvast Eindhoven","Bladel",6,195
"3477",1250,"Rotsvast Breda","Breda",3,75
"3478",1900,"Rossetti Residence","Amsterdam",3,85
"3479",1295,"ViaDaan","Den Haag",3,81
"3480",1795,"ViaDaan","Amsterdam",3,60
"3481",1750,"Homeland Real Estate","Leidschendam",4,145
"3482",415,"NederWoon verhuurmakelaars Deventer","Deventer",1,25
"3483",1495,"Lemoo","Amsterdam",3,70
"3484",1400,"StartHousing","Den Haag",4,83
"3485",699,"QUARTERS Properties","Amsterdam",1,12
"3486",795,"NederWoon Verhuurmakelaars Apeldoorn","Apeldoorn",4,73
"3487",1750,"Collection Apartments","Amsterdam",3,65
"3488",849,"QUARTERS Properties","Amstelveen",1,12
"3489",1550,"Mac Housing","Amsterdam",3,78
"3490",1325,"Compass Housing Amsterdam","Amsterdam",3,68
"3491",1500,"Parker & Williams Real Estate Services","Amsterdam",2,63
"3492",1200,"IM Home Rentals","Utrecht",2,40
"3493",1295,"Select-a-House.nl","Breda",3,93
"3494",1450,"Rotterdam Rent","Rotterdam",2,60
"3495",1250,"'t Mauritshuis Makelaars","Nijmegen",3,86
"3496",1975,"Amsterdam Rentals","Amsterdam",3,74
"3497",1145,"Altijd Wonen","Utrecht",2,60
"3498",4500,"Compass Housing Amsterdam","Amsterdam",4,139
"3499",1500,"Compass Housing Amsterdam","Amsterdam",2,37
"3500",2950,"Compass Housing Amsterdam","Amsterdam",3,95
"3501",899,"QUARTERS Properties","Amsterdam",1,8
"3502",749,"QUARTERS Properties","Diemen",1,12
"3503",1600,"Amsterdam Housing","Amsterdam",3,80
"3504",1400,"ViaDaan","Amsterdam",2,51
"3505",1450,"ViaDaan","Utrecht",3,80
"3506",1300,"Rotsvast Den Bosch","Den Bosch",4,97
"3507",875,"realestate.nl ","Rotterdam",3,91
"3508",1250,"Infinitas Real Estate","Den Haag",3,105
"3509",2500,"Belvédère Makelaars","Den Haag",7,236
"3510",2300,"NOORESTATE","Amsterdam",4,110
"3511",925,"Van Der Huizen","Den Haag",3,60
"3512",1500,"Stones Housing","Eindhoven",3,100
"3513",2600,"Parker & Williams Real Estate Services","Amsterdam",3,111
"3514",2200,"MijnHuisVerhuren.nl","Amsterdam",3,98
"3515",1150,"HousingXL.nl","Maastricht",3,70
"3516",1305,"Drenth Vastgoed Beheer","Noordwijk",4,90
"3517",1250,"Altijd Wonen","Utrecht",2,65
"3518",920,"Siewe Woning Makelaars","Bussum",3,65
"3519",1195,"Rotsvast Eindhoven","Eindhoven",3,80
"3520",975,"123Wonen Apeldoorn","Apeldoorn",4,85
"3521",1295,"VHPN","Rotterdam",3,80
"3522",575,"OurCampus Amsterdam Diemen","Diemen",1,27
"3523",799,"123Wonen Twente","Haaksbergen",3,65
"3524",1650,"First Class Housing","Amstelveen",4,90
"3525",390,"Van Der Huizen","Utrecht",1,18
"3526",569,"Tweelwonen.nl Leiden","Alphen aan den Rijn",1,30
"3527",975,"Interhouse verhuurmakelaars Hilversum & Almere","Hilversum",2,40
"3528",1120,"Centraal Makelaardij","Haarlem",2,60
"3529",795,"ViaDaan","Utrecht",1,20
"3530",1550,"Rotsvast Haarlem","Haarlem",3,90
"3531",1575,"Leliveld Vastgoed","Beverwijk",3,90
"3532",1500,"Friedmann Housing","Amsterdam",3,65
"3533",1095,"Housing Solutions Breda","Breda",1,35
"3534",660,"P&D Housing","Tilburg",1,28
"3535",965,"Woningwell Vastgoed","Ede",2,65
"3536",1550,"Friedmann Housing","Amsterdam",3,87
"3537",950,"Kockelkorn Makelaardij","Sittard",5,110
"3538",1495,"ViaDaan","Amersfoort",5,137
"3539",1450,"ViaDaan","Almere",4,75
"3540",850,"Gruno Vastgoed B.V.","Groningen",2,50
"3541",1750,"ViaDaan","Diemen",5,115
